datetime_CW,CW1,CW2,CW3,CW4,CW5,CW6,datetime_NFEC,NFEC_1,NFEC_2,NFEC_3,NFEC_4,NFEC_5,NFEC_6,NFEC_7
4/1/2017 0:00,0.88,0.912,1.045,0.863,1.28,1.061,4/1/2017 0:00,0.733,0.615,0.807,1.213,0.972,1.17,1.704
4/1/2017 1:00,0.88,0.912,1.045,0.863,1.28,1.061,4/1/2017 1:00,0.734,0.623,0.809,1.213,0.966,1.167,1.703
4/1/2017 2:00,0.879,0.911,1.045,0.863,1.28,1.061,4/1/2017 2:00,0.735,0.627,0.811,1.217,0.962,1.166,1.703
4/1/2017 3:00,0.879,0.912,1.045,0.863,1.28,1.061,4/1/2017 3:00,0.737,0.628,0.807,1.214,0.97,1.177,1.711
4/1/2017 4:00,0.879,0.911,1.045,0.863,1.28,1.061,4/1/2017 4:00,0.738,0.629,0.808,1.213,0.967,1.18,1.714
4/1/2017 5:00,0.878,0.91,1.045,0.863,1.28,1.061,4/1/2017 5:00,0.74,0.628,0.808,1.212,0.964,1.177,1.713
4/1/2017 6:00,0.878,0.91,1.045,0.863,1.28,1.061,4/1/2017 6:00,0.741,0.627,0.814,1.212,0.952,1.171,1.71
4/1/2017 7:00,0.878,0.91,1.044,0.863,1.28,1.061,4/1/2017 7:00,0.742,0.624,0.808,1.21,0.943,1.165,1.705
4/1/2017 8:00,0.878,0.909,1.045,0.863,1.281,1.061,4/1/2017 8:00,0.743,0.619,0.805,1.208,0.954,1.176,1.712
4/1/2017 9:00,0.877,0.908,1.044,0.863,1.28,1.062,4/1/2017 9:00,0.745,0.616,0.798,1.199,0.942,1.164,1.701
4/1/2017 10:00,0.877,0.908,1.044,0.862,1.28,1.062,4/1/2017 10:00,0.746,0.613,0.795,1.194,0.935,1.16,1.699
4/1/2017 11:00,0.878,0.907,1.044,0.862,1.28,1.062,4/1/2017 11:00,0.747,0.612,0.791,1.194,0.931,1.159,1.696
4/1/2017 12:00,0.878,0.908,1.044,0.862,1.279,1.06,4/1/2017 12:00,0.747,0.608,0.793,1.193,0.935,1.166,1.699
4/1/2017 13:00,0.878,0.91,1.045,0.862,1.279,1.061,4/1/2017 13:00,0.748,0.602,0.793,1.193,0.937,1.171,1.701
4/1/2017 14:00,0.878,0.912,1.047,0.862,1.278,1.061,4/1/2017 14:00,0.748,0.596,0.8,1.197,0.933,1.173,1.697
4/1/2017 15:00,0.878,0.914,1.049,0.863,1.278,1.062,4/1/2017 15:00,0.748,0.589,0.797,1.197,0.93,1.173,1.698
4/1/2017 16:00,0.879,0.915,1.05,0.863,1.278,1.063,4/1/2017 16:00,0.748,0.586,0.805,1.204,0.934,1.174,1.701
4/1/2017 17:00,0.879,0.915,1.049,0.863,1.278,1.063,4/1/2017 17:00,0.748,0.587,0.805,1.208,0.929,1.166,1.696
4/1/2017 18:00,0.88,0.915,1.049,0.864,1.278,1.063,4/1/2017 18:00,0.748,0.595,0.806,1.213,0.936,1.17,1.697
4/1/2017 19:00,0.881,0.915,1.048,0.864,1.279,1.063,4/1/2017 19:00,0.749,0.611,0.806,1.223,0.939,1.164,1.696
4/1/2017 20:00,0.881,0.915,1.048,0.864,1.279,1.064,4/1/2017 20:00,0.749,0.632,0.809,1.227,0.954,1.167,1.7
4/1/2017 21:00,0.881,0.915,1.048,0.864,1.28,1.065,4/1/2017 21:00,0.749,0.653,0.808,1.231,0.961,1.162,1.701
4/1/2017 22:00,0.881,0.915,1.048,0.864,1.28,1.065,4/1/2017 22:00,0.75,0.665,0.807,1.229,0.969,1.164,1.701
4/1/2017 23:00,0.882,0.914,1.048,0.864,1.28,1.065,4/1/2017 23:00,0.751,0.67,0.802,1.231,0.972,1.164,1.703
4/2/2017 0:00,0.882,0.914,1.047,0.864,1.281,1.066,4/2/2017 0:00,0.752,0.67,0.805,1.229,0.983,1.169,1.708
4/2/2017 1:00,0.882,0.914,1.047,0.864,1.281,1.065,4/2/2017 1:00,0.754,0.67,0.806,1.23,0.981,1.167,1.706
4/2/2017 2:00,0.882,0.914,1.047,0.864,1.281,1.065,4/2/2017 2:00,0.756,0.669,0.806,1.23,0.984,1.17,1.709
4/2/2017 3:00,0.881,0.913,1.047,0.864,1.281,1.065,4/2/2017 3:00,0.759,0.666,0.806,1.231,0.98,1.169,1.711
4/2/2017 4:00,0.881,0.912,1.047,0.864,1.281,1.065,4/2/2017 4:00,0.761,0.66,0.807,1.23,0.979,1.171,1.711
4/2/2017 5:00,0.881,0.912,1.046,0.864,1.282,1.066,4/2/2017 5:00,0.765,0.656,0.804,1.228,0.973,1.168,1.71
4/2/2017 6:00,0.881,0.911,1.046,0.864,1.282,1.066,4/2/2017 6:00,0.77,0.651,0.805,1.228,0.97,1.168,1.71
4/2/2017 7:00,0.881,0.911,1.046,0.864,1.282,1.066,4/2/2017 7:00,0.773,0.646,0.803,1.226,0.968,1.169,1.711
4/2/2017 8:00,0.881,0.911,1.046,0.864,1.282,1.066,4/2/2017 8:00,0.776,0.643,0.804,1.224,0.963,1.17,1.71
4/2/2017 9:00,0.88,0.91,1.045,0.864,1.282,1.066,4/2/2017 9:00,0.781,0.64,0.798,1.219,0.958,1.165,1.71
4/2/2017 10:00,0.879,0.91,1.045,0.863,1.281,1.065,4/2/2017 10:00,0.784,0.636,0.796,1.216,0.958,1.168,1.708
4/2/2017 11:00,0.879,0.91,1.045,0.863,1.281,1.065,4/2/2017 11:00,0.785,0.633,0.794,1.215,0.953,1.166,1.707
4/2/2017 12:00,0.878,0.91,1.045,0.863,1.281,1.065,4/2/2017 12:00,0.786,0.629,0.797,1.216,0.955,1.171,1.707
4/2/2017 13:00,0.878,0.911,1.045,0.864,1.28,1.065,4/2/2017 13:00,0.787,0.624,0.798,1.215,0.953,1.172,1.709
4/2/2017 14:00,0.879,0.911,1.045,0.864,1.28,1.064,4/2/2017 14:00,0.787,0.62,0.793,1.21,0.945,1.167,1.704
4/2/2017 15:00,0.88,0.911,1.045,0.864,1.28,1.064,4/2/2017 15:00,0.788,0.61,0.797,1.216,0.949,1.168,1.706
4/2/2017 16:00,0.88,0.911,1.045,0.864,1.28,1.063,4/2/2017 16:00,0.788,0.602,0.797,1.217,0.932,1.154,1.692
4/2/2017 17:00,0.88,0.91,1.044,0.864,1.281,1.063,4/2/2017 17:00,0.788,0.593,0.794,1.22,0.947,1.169,1.703
4/2/2017 18:00,0.881,0.91,1.045,0.864,1.281,1.063,4/2/2017 18:00,0.788,0.594,0.796,1.221,0.945,1.164,1.698
4/2/2017 19:00,0.881,0.91,1.044,0.864,1.281,1.063,4/2/2017 19:00,0.788,0.595,0.8,1.223,0.947,1.166,1.702
4/2/2017 20:00,0.881,0.91,1.044,0.864,1.282,1.063,4/2/2017 20:00,0.788,0.59,0.8,1.222,0.947,1.163,1.7
4/2/2017 21:00,0.881,0.91,1.044,0.864,1.282,1.063,4/2/2017 21:00,0.788,0.56,0.799,1.222,0.944,1.163,1.701
4/2/2017 22:00,0.881,0.91,1.044,0.864,1.282,1.063,4/2/2017 22:00,0.788,0.562,0.8,1.225,0.95,1.169,1.704
4/2/2017 23:00,0.881,0.91,1.044,0.864,1.282,1.062,4/2/2017 23:00,0.787,0.563,0.8,1.223,0.95,1.169,1.704
4/3/2017 0:00,0.881,0.91,1.044,0.864,1.282,1.062,4/3/2017 0:00,0.787,0.561,0.804,1.225,0.952,1.171,1.704
4/3/2017 1:00,0.881,0.91,1.044,0.864,1.282,1.062,4/3/2017 1:00,0.786,0.559,0.806,1.229,0.954,1.176,1.704
4/3/2017 2:00,0.881,0.91,1.043,0.864,1.282,1.062,4/3/2017 2:00,0.786,0.557,0.806,1.229,0.954,1.179,1.707
4/3/2017 3:00,0.88,0.91,1.044,0.864,1.282,1.062,4/3/2017 3:00,0.785,0.554,0.807,1.23,0.955,1.18,1.707
4/3/2017 4:00,0.88,0.91,1.043,0.864,1.282,1.062,4/3/2017 4:00,0.784,0.551,0.808,1.23,0.956,1.184,1.708
4/3/2017 5:00,0.88,0.91,1.043,0.864,1.282,1.062,4/3/2017 5:00,0.784,0.546,0.808,1.23,0.95,1.178,1.705
4/3/2017 6:00,0.88,0.911,1.043,0.864,1.282,1.063,4/3/2017 6:00,0.783,0.543,0.807,1.229,0.948,1.176,1.701
4/3/2017 7:00,0.88,0.911,1.043,0.863,1.282,1.063,4/3/2017 7:00,0.782,0.541,0.803,1.226,0.943,1.174,1.698
4/3/2017 8:00,0.88,0.911,1.043,0.863,1.282,1.063,4/3/2017 8:00,0.78,0.538,0.801,1.225,0.942,1.173,1.694
4/3/2017 9:00,0.88,0.912,1.043,0.863,1.282,1.064,4/3/2017 9:00,0.779,0.534,0.798,1.219,0.933,1.17,1.686
4/3/2017 10:00,0.88,0.912,1.043,0.863,1.281,1.065,4/3/2017 10:00,0.778,0.533,0.793,1.217,0.925,1.162,1.678
4/3/2017 11:00,0.88,0.913,1.043,0.863,1.281,1.066,4/3/2017 11:00,0.777,0.531,0.791,1.216,0.929,1.166,1.679
4/3/2017 12:00,0.88,0.913,1.043,0.863,1.281,1.066,4/3/2017 12:00,0.776,0.561,0.791,1.211,0.923,1.16,1.675
4/3/2017 13:00,0.879,0.914,1.043,0.863,1.281,1.068,4/3/2017 13:00,0.775,0.557,0.788,1.211,0.921,1.161,1.673
4/3/2017 14:00,0.88,0.914,1.043,0.863,1.281,1.068,4/3/2017 14:00,0.774,0.552,0.788,1.21,0.917,1.157,1.666
4/3/2017 15:00,0.88,0.914,1.043,0.863,1.281,1.07,4/3/2017 15:00,0.774,0.545,0.792,1.215,0.925,1.168,1.672
4/3/2017 16:00,0.878,0.914,1.043,0.863,1.282,1.07,4/3/2017 16:00,0.773,0.54,0.792,1.215,0.922,1.165,1.669
4/3/2017 17:00,0.878,0.915,1.043,0.863,1.281,1.071,4/3/2017 17:00,0.772,0.536,0.791,1.213,0.915,1.155,1.664
4/3/2017 18:00,0.878,0.915,1.042,0.863,1.281,1.072,4/3/2017 18:00,0.771,0.53,0.789,1.214,0.918,1.158,1.665
4/3/2017 19:00,0.878,0.916,1.042,0.863,1.281,1.074,4/3/2017 19:00,0.77,0.528,0.792,1.215,0.921,1.158,1.664
4/3/2017 20:00,0.878,0.917,1.042,0.863,1.281,1.075,4/3/2017 20:00,0.769,0.524,0.796,1.217,0.92,1.16,1.664
4/3/2017 21:00,0.878,0.917,1.042,0.863,1.282,1.076,4/3/2017 21:00,0.768,0.521,0.799,1.221,0.921,1.161,1.667
4/3/2017 22:00,0.879,0.918,1.042,0.862,1.282,1.077,4/3/2017 22:00,0.767,0.482,0.798,1.221,0.924,1.164,1.667
4/3/2017 23:00,0.879,0.918,1.042,0.862,1.281,1.078,4/3/2017 23:00,0.766,0.478,0.798,1.221,0.927,1.167,1.667
4/4/2017 0:00,0.879,0.918,1.042,0.862,1.282,1.079,4/4/2017 0:00,0.765,0.474,0.803,1.225,0.927,1.167,1.665
4/4/2017 1:00,0.879,0.919,1.042,0.862,1.281,1.079,4/4/2017 1:00,0.764,0.467,0.805,1.226,0.927,1.167,1.666
4/4/2017 2:00,0.88,0.919,1.042,0.861,1.281,1.08,4/4/2017 2:00,0.763,0.463,0.805,1.23,0.93,1.17,1.668
4/4/2017 3:00,0.88,0.92,1.042,0.861,1.281,1.081,4/4/2017 3:00,0.762,0.458,0.804,1.229,0.932,1.175,1.667
4/4/2017 4:00,0.88,0.92,1.043,0.86,1.281,1.082,4/4/2017 4:00,0.761,0.455,0.81,1.233,0.936,1.176,1.67
4/4/2017 5:00,0.88,0.921,1.043,0.86,1.281,1.083,4/4/2017 5:00,0.76,0.451,0.811,1.235,0.937,1.177,1.671
4/4/2017 6:00,0.881,0.921,1.042,0.859,1.281,1.083,4/4/2017 6:00,0.759,0.446,0.812,1.237,0.937,1.18,1.67
4/4/2017 7:00,0.882,0.921,1.042,0.859,1.281,1.084,4/4/2017 7:00,0.758,0.443,0.815,1.239,0.937,1.177,1.668
4/4/2017 8:00,0.885,0.922,1.042,0.858,1.281,1.085,4/4/2017 8:00,0.757,0.439,0.814,1.239,0.937,1.177,1.666
4/4/2017 9:00,0.886,0.923,1.042,0.858,1.281,1.085,4/4/2017 9:00,0.756,0.436,0.799,1.225,0.919,1.162,1.648
4/4/2017 10:00,0.887,0.924,1.042,0.858,1.28,1.085,4/4/2017 10:00,0.755,0.432,0.787,1.212,0.907,1.15,1.633
4/4/2017 11:00,0.887,0.924,1.041,0.858,1.28,1.085,4/4/2017 11:00,0.754,0.431,0.785,1.214,0.909,1.152,1.637
4/4/2017 12:00,0.887,0.925,1.041,0.858,1.28,1.085,4/4/2017 12:00,0.753,0.431,0.784,1.214,0.912,1.158,1.637
4/4/2017 13:00,0.887,0.926,1.041,0.857,1.28,1.085,4/4/2017 13:00,0.752,0.45,0.788,1.217,0.914,1.16,1.637
4/4/2017 14:00,0.888,0.927,1.041,0.857,1.28,1.085,4/4/2017 14:00,0.751,0.458,0.788,1.217,0.911,1.163,1.636
4/4/2017 15:00,0.888,0.928,1.041,0.857,1.28,1.086,4/4/2017 15:00,0.749,0.455,0.792,1.219,0.912,1.164,1.635
4/4/2017 16:00,0.888,0.928,1.04,0.857,1.28,1.086,4/4/2017 16:00,0.749,0.453,0.796,1.224,0.912,1.167,1.635
4/4/2017 17:00,0.889,0.932,1.04,0.857,1.28,1.087,4/4/2017 17:00,0.748,0.451,0.794,1.225,0.904,1.159,1.629
4/4/2017 18:00,0.89,0.934,1.04,0.857,1.28,1.088,4/4/2017 18:00,0.747,0.45,0.796,1.228,0.907,1.159,1.63
4/4/2017 19:00,0.89,0.935,1.04,0.857,1.28,1.088,4/4/2017 19:00,0.746,0.447,0.797,1.228,0.904,1.156,1.626
4/4/2017 20:00,0.89,0.936,1.04,0.857,1.28,1.089,4/4/2017 20:00,0.746,0.445,0.796,1.226,0.901,1.15,1.623
4/4/2017 21:00,0.89,0.938,1.04,0.857,1.281,1.09,4/4/2017 21:00,0.745,0.446,0.798,1.23,0.906,1.155,1.626
4/4/2017 22:00,0.89,0.939,1.04,0.857,1.281,1.091,4/4/2017 22:00,0.744,0.45,0.803,1.235,0.911,1.16,1.631
4/4/2017 23:00,0.89,0.94,1.04,0.856,1.281,1.092,4/4/2017 23:00,0.743,0.416,0.806,1.236,0.914,1.163,1.633
4/5/2017 0:00,0.89,0.94,1.04,0.856,1.281,1.093,4/5/2017 0:00,0.742,0.42,0.808,1.238,0.916,1.165,1.635
4/5/2017 1:00,0.89,0.941,1.04,0.856,1.281,1.093,4/5/2017 1:00,0.741,0.424,0.807,1.238,0.92,1.166,1.634
4/5/2017 2:00,0.89,0.941,1.04,0.856,1.281,1.093,4/5/2017 2:00,0.741,0.43,0.804,1.235,0.914,1.163,1.63
4/5/2017 3:00,0.89,0.942,1.04,0.856,1.281,1.094,4/5/2017 3:00,0.74,0.434,0.806,1.237,0.916,1.168,1.629
4/5/2017 4:00,0.891,0.943,1.039,0.856,1.281,1.094,4/5/2017 4:00,0.739,0.438,0.807,1.236,0.915,1.164,1.628
4/5/2017 5:00,0.891,0.943,1.04,0.855,1.281,1.094,4/5/2017 5:00,0.739,0.44,0.804,1.233,0.913,1.165,1.624
4/5/2017 6:00,0.891,0.944,1.039,0.855,1.28,1.095,4/5/2017 6:00,0.737,0.441,0.804,1.233,0.914,1.163,1.622
4/5/2017 7:00,0.892,0.945,1.039,0.855,1.28,1.095,4/5/2017 7:00,0.737,0.441,0.804,1.232,0.908,1.16,1.619
4/5/2017 8:00,0.892,0.947,1.039,0.855,1.281,1.096,4/5/2017 8:00,0.736,0.441,0.801,1.229,0.905,1.157,1.613
4/5/2017 9:00,0.892,0.947,1.039,0.855,1.28,1.096,4/5/2017 9:00,0.735,0.441,0.796,1.224,0.902,1.154,1.609
4/5/2017 10:00,0.892,0.947,1.039,0.855,1.28,1.096,4/5/2017 10:00,0.734,0.441,0.794,1.221,0.899,1.151,1.604
4/5/2017 11:00,0.893,0.947,1.039,0.855,1.28,1.096,4/5/2017 11:00,0.734,0.44,0.795,1.224,0.899,1.154,1.606
4/5/2017 12:00,0.893,0.947,1.039,0.856,1.28,1.096,4/5/2017 12:00,0.733,0.456,0.794,1.221,0.899,1.154,1.604
4/5/2017 13:00,0.894,0.947,1.038,0.856,1.28,1.096,4/5/2017 13:00,0.732,0.47,0.795,1.222,0.9,1.155,1.604
4/5/2017 14:00,0.899,0.947,1.038,0.856,1.279,1.095,4/5/2017 14:00,0.731,0.467,0.792,1.222,0.897,1.155,1.603
4/5/2017 15:00,0.899,0.947,1.04,0.856,1.279,1.096,4/5/2017 15:00,0.73,0.463,0.793,1.22,0.901,1.156,1.602
4/5/2017 16:00,0.899,0.948,1.04,0.856,1.279,1.097,4/5/2017 16:00,0.73,0.459,0.796,1.224,0.903,1.161,1.605
4/5/2017 17:00,0.899,0.949,1.041,0.856,1.279,1.096,4/5/2017 17:00,0.729,0.45,0.801,1.228,0.906,1.164,1.604
4/5/2017 18:00,0.9,0.949,1.041,0.856,1.279,1.097,4/5/2017 18:00,0.729,0.443,0.801,1.228,0.906,1.164,1.604
4/5/2017 19:00,0.9,0.95,1.04,0.857,1.279,1.097,4/5/2017 19:00,0.729,0.436,0.804,1.23,0.906,1.161,1.602
4/5/2017 20:00,0.9,0.951,1.04,0.856,1.28,1.098,4/5/2017 20:00,0.728,0.428,0.8,1.227,0.899,1.154,1.597
4/5/2017 21:00,0.9,0.951,1.04,0.856,1.28,1.098,4/5/2017 21:00,0.728,0.421,0.801,1.228,0.904,1.156,1.597
4/5/2017 22:00,0.9,0.951,1.04,0.856,1.28,1.099,4/5/2017 22:00,0.727,0.419,0.798,1.228,0.91,1.156,1.599
4/5/2017 23:00,0.9,0.951,1.04,0.856,1.28,1.099,4/5/2017 23:00,0.727,0.42,0.802,1.229,0.917,1.157,1.6
4/6/2017 0:00,0.9,0.951,1.04,0.856,1.28,1.099,4/6/2017 0:00,0.726,0.422,0.8,1.228,0.918,1.155,1.601
4/6/2017 1:00,0.9,0.952,1.04,0.855,1.28,1.099,4/6/2017 1:00,0.726,0.426,0.802,1.229,0.92,1.16,1.601
4/6/2017 2:00,0.9,0.952,1.04,0.855,1.28,1.099,4/6/2017 2:00,0.725,0.431,0.799,1.23,0.922,1.159,1.602
4/6/2017 3:00,0.9,0.952,1.04,0.855,1.28,1.099,4/6/2017 3:00,0.725,0.438,0.795,1.228,0.917,1.154,1.595
4/6/2017 4:00,0.901,0.953,1.04,0.855,1.279,1.099,4/6/2017 4:00,0.724,0.444,0.799,1.228,0.927,1.161,1.599
4/6/2017 5:00,0.901,0.953,1.039,0.855,1.279,1.099,4/6/2017 5:00,0.723,0.45,0.802,1.231,0.927,1.164,1.605
4/6/2017 6:00,0.901,0.953,1.039,0.855,1.28,1.099,4/6/2017 6:00,0.723,0.456,0.806,1.233,0.926,1.163,1.606
4/6/2017 7:00,0.901,0.953,1.039,0.855,1.279,1.1,4/6/2017 7:00,0.722,0.461,0.805,1.231,0.925,1.162,1.605
4/6/2017 8:00,0.901,0.954,1.039,0.855,1.279,1.1,4/6/2017 8:00,0.722,0.465,0.802,1.226,0.925,1.162,1.602
4/6/2017 9:00,0.901,0.954,1.039,0.855,1.279,1.1,4/6/2017 9:00,0.722,0.469,0.796,1.224,0.919,1.156,1.596
4/6/2017 10:00,0.902,0.954,1.039,0.854,1.279,1.099,4/6/2017 10:00,0.721,0.469,0.798,1.224,0.916,1.156,1.595
4/6/2017 11:00,0.901,0.954,1.039,0.854,1.278,1.099,4/6/2017 11:00,0.721,0.46,0.8,1.226,0.918,1.158,1.596
4/6/2017 12:00,0.9,0.955,1.041,0.855,1.278,1.097,4/6/2017 12:00,0.72,0.45,0.8,1.229,0.917,1.163,1.599
4/6/2017 13:00,0.902,0.956,1.042,0.855,1.278,1.098,4/6/2017 13:00,0.72,0.445,0.804,1.23,0.921,1.17,1.598
4/6/2017 14:00,0.904,0.956,1.041,0.855,1.278,1.098,4/6/2017 14:00,0.719,0.444,0.808,1.235,0.918,1.173,1.596
4/6/2017 15:00,0.905,0.957,1.041,0.855,1.278,1.098,4/6/2017 15:00,0.719,0.445,0.81,1.244,0.917,1.169,1.595
4/6/2017 16:00,0.906,0.959,1.041,0.855,1.278,1.098,4/6/2017 16:00,0.718,0.452,0.814,1.252,0.919,1.171,1.596
4/6/2017 17:00,0.906,0.96,1.042,0.855,1.278,1.098,4/6/2017 17:00,0.718,0.468,0.823,1.261,0.911,1.16,1.585
4/6/2017 18:00,0.907,0.961,1.042,0.856,1.279,1.098,4/6/2017 18:00,0.718,0.496,0.822,1.264,0.921,1.161,1.589
4/6/2017 19:00,0.908,0.963,1.042,0.857,1.279,1.099,4/6/2017 19:00,0.718,0.542,0.821,1.269,0.926,1.16,1.589
4/6/2017 20:00,0.908,0.97,1.047,0.857,1.279,1.099,4/6/2017 20:00,0.718,0.591,0.821,1.269,0.933,1.161,1.589
4/6/2017 21:00,0.908,0.969,1.049,0.857,1.279,1.1,4/6/2017 21:00,0.718,0.61,0.815,1.268,0.938,1.157,1.593
4/6/2017 22:00,0.909,0.969,1.048,0.857,1.279,1.1,4/6/2017 22:00,0.719,0.616,0.821,1.279,0.956,1.175,1.603
4/6/2017 23:00,0.908,0.968,1.048,0.857,1.279,1.1,4/6/2017 23:00,0.719,0.617,0.82,1.283,0.962,1.187,1.612
4/7/2017 0:00,0.908,0.967,1.048,0.857,1.279,1.1,4/7/2017 0:00,0.721,0.62,0.818,1.284,0.977,1.178,1.624
4/7/2017 1:00,0.908,0.967,1.048,0.856,1.279,1.101,4/7/2017 1:00,0.722,0.622,0.814,1.285,0.979,1.165,1.629
4/7/2017 2:00,0.908,0.967,1.048,0.856,1.279,1.101,4/7/2017 2:00,0.725,0.622,0.81,1.28,0.99,1.17,1.638
4/7/2017 3:00,0.908,0.967,1.048,0.856,1.279,1.101,4/7/2017 3:00,0.728,0.621,0.813,1.28,0.993,1.17,1.646
4/7/2017 4:00,0.908,0.967,1.047,0.856,1.279,1.101,4/7/2017 4:00,0.733,0.614,0.805,1.276,0.988,1.171,1.654
4/7/2017 5:00,0.909,0.967,1.047,0.855,1.279,1.101,4/7/2017 5:00,0.738,0.607,0.812,1.274,0.989,1.175,1.658
4/7/2017 6:00,0.909,0.967,1.047,0.855,1.279,1.101,4/7/2017 6:00,0.744,0.601,0.814,1.275,0.981,1.173,1.665
4/7/2017 7:00,0.909,0.967,1.047,0.855,1.279,1.101,4/7/2017 7:00,0.749,0.594,0.816,1.271,0.971,1.169,1.667
4/7/2017 8:00,0.909,0.967,1.046,0.854,1.279,1.101,4/7/2017 8:00,0.754,0.588,0.811,1.273,0.959,1.16,1.666
4/7/2017 9:00,0.909,0.97,1.046,0.855,1.279,1.101,4/7/2017 9:00,0.758,0.58,0.808,1.267,0.955,1.165,1.662
4/7/2017 10:00,0.909,0.97,1.048,0.854,1.279,1.101,4/7/2017 10:00,0.761,0.576,0.818,1.276,0.94,1.156,1.654
4/7/2017 11:00,0.909,0.969,1.047,0.854,1.279,1.101,4/7/2017 11:00,0.764,0.57,0.813,1.269,0.96,1.182,1.673
4/7/2017 12:00,0.908,0.968,1.047,0.854,1.279,1.1,4/7/2017 12:00,0.766,0.566,0.816,1.25,0.954,1.185,1.673
4/7/2017 13:00,0.908,0.969,1.046,0.854,1.278,1.1,4/7/2017 13:00,0.768,0.56,0.817,1.233,0.941,1.178,1.666
4/7/2017 14:00,0.908,0.969,1.044,0.854,1.278,1.099,4/7/2017 14:00,0.77,0.559,0.824,1.241,0.95,1.184,1.678
4/7/2017 15:00,0.907,0.969,1.044,0.854,1.278,1.099,4/7/2017 15:00,0.771,0.561,0.827,1.244,0.949,1.174,1.673
4/7/2017 16:00,0.907,0.969,1.044,0.854,1.278,1.099,4/7/2017 16:00,0.771,0.571,0.827,1.255,0.947,1.166,1.667
4/7/2017 17:00,0.907,0.969,1.044,0.854,1.278,1.1,4/7/2017 17:00,0.773,0.588,0.83,1.269,0.957,1.164,1.667
4/7/2017 18:00,0.908,0.97,1.044,0.854,1.278,1.099,4/7/2017 18:00,0.775,0.614,0.831,1.275,0.966,1.164,1.667
4/7/2017 19:00,0.908,0.97,1.044,0.854,1.279,1.1,4/7/2017 19:00,0.778,0.617,0.825,1.274,0.965,1.154,1.664
4/7/2017 20:00,0.909,0.969,1.045,0.854,1.279,1.1,4/7/2017 20:00,0.783,0.619,0.827,1.272,0.979,1.162,1.668
4/7/2017 21:00,0.908,0.969,1.045,0.853,1.279,1.101,4/7/2017 21:00,0.787,0.619,0.823,1.271,0.969,1.152,1.664
4/7/2017 22:00,0.909,0.969,1.045,0.853,1.279,1.101,4/7/2017 22:00,0.79,0.619,0.815,1.264,0.977,1.16,1.669
4/7/2017 23:00,0.909,0.969,1.045,0.853,1.279,1.101,4/7/2017 23:00,0.795,0.615,0.812,1.258,0.977,1.163,1.67
4/8/2017 0:00,0.909,0.969,1.045,0.853,1.279,1.101,4/8/2017 0:00,0.799,0.607,0.816,1.261,0.974,1.166,1.673
4/8/2017 1:00,0.909,0.969,1.045,0.853,1.279,1.101,4/8/2017 1:00,0.802,0.601,0.817,1.263,0.975,1.17,1.678
4/8/2017 2:00,0.908,0.969,1.045,0.852,1.278,1.101,4/8/2017 2:00,0.805,0.595,0.815,1.255,0.973,1.174,1.68
4/8/2017 3:00,0.908,0.969,1.045,0.852,1.278,1.101,4/8/2017 3:00,0.805,0.591,0.81,1.251,0.957,1.164,1.671
4/8/2017 4:00,0.909,0.97,1.045,0.852,1.278,1.101,4/8/2017 4:00,0.807,0.584,0.81,1.247,0.962,1.175,1.675
4/8/2017 5:00,0.909,0.97,1.044,0.852,1.278,1.101,4/8/2017 5:00,0.809,0.579,0.814,1.249,0.961,1.177,1.675
4/8/2017 6:00,0.909,0.97,1.044,0.852,1.278,1.102,4/8/2017 6:00,0.809,0.573,0.813,1.247,0.958,1.18,1.677
4/8/2017 7:00,0.908,0.97,1.044,0.852,1.278,1.102,4/8/2017 7:00,0.81,0.569,0.817,1.247,0.958,1.18,1.678
4/8/2017 8:00,0.908,0.971,1.044,0.851,1.278,1.102,4/8/2017 8:00,0.81,0.565,0.813,1.245,0.95,1.175,1.672
4/8/2017 9:00,0.908,0.97,1.044,0.851,1.278,1.102,4/8/2017 9:00,0.81,0.561,0.805,1.233,0.941,1.172,1.663
4/8/2017 10:00,0.908,0.97,1.043,0.851,1.277,1.102,4/8/2017 10:00,0.81,0.556,0.808,1.236,0.945,1.179,1.665
4/8/2017 11:00,0.908,0.97,1.043,0.851,1.277,1.101,4/8/2017 11:00,0.81,0.552,0.801,1.232,0.936,1.176,1.656
4/8/2017 12:00,0.907,0.969,1.043,0.851,1.277,1.101,4/8/2017 12:00,0.81,0.549,0.806,1.233,0.945,1.185,1.663
4/8/2017 13:00,0.907,0.969,1.043,0.851,1.276,1.101,4/8/2017 13:00,0.809,0.546,0.808,1.235,0.949,1.186,1.661
4/8/2017 14:00,0.908,0.973,1.043,0.852,1.276,1.101,4/8/2017 14:00,0.809,0.542,0.819,1.244,0.945,1.185,1.657
4/8/2017 15:00,0.908,0.979,1.043,0.854,1.277,1.101,4/8/2017 15:00,0.809,0.538,0.825,1.242,0.94,1.186,1.653
4/8/2017 16:00,0.909,0.98,1.048,0.854,1.277,1.102,4/8/2017 16:00,0.809,0.537,0.817,1.241,0.932,1.181,1.644
4/8/2017 17:00,0.909,0.98,1.049,0.854,1.278,1.102,4/8/2017 17:00,0.809,0.54,0.82,1.241,0.936,1.2,1.64
4/8/2017 18:00,0.909,0.979,1.048,0.854,1.277,1.102,4/8/2017 18:00,0.809,0.547,0.82,1.243,0.945,1.224,1.646
