datetime_CW,CW1,CW2,CW3,CW4,CW5,CW6,datetime_NFEC,NFEC_1,NFEC_2,NFEC_3,NFEC_4,NFEC_5,NFEC_6,NFEC_7
7/10/2017 8:00,0.878,0.893,1.084,0.827,1.169,1.108,7/10/2017 8:00,0.673,0.176,0.701,1.077,0.799,1.129,1.038
7/10/2017 9:00,0.878,0.893,1.084,0.827,1.169,1.107,7/10/2017 9:00,0.673,0.177,0.695,1.068,0.816,1.149,1.041
7/10/2017 10:00,0.878,0.892,1.084,0.826,1.168,1.108,7/10/2017 10:00,0.673,0.178,0.713,1.082,0.8,1.136,1.029
7/10/2017 11:00,0.877,0.891,1.084,0.826,1.167,1.107,7/10/2017 11:00,0.673,0.178,0.711,1.079,0.81,1.14,1.041
7/10/2017 12:00,0.877,0.888,1.084,0.826,1.165,1.107,7/10/2017 12:00,0.672,0.179,0.709,1.079,0.809,1.145,1.035
7/10/2017 13:00,0.877,0.884,1.083,0.826,1.164,1.107,7/10/2017 13:00,0.672,0.179,0.709,1.079,0.809,1.142,1.041
7/10/2017 14:00,0.877,0.882,1.084,0.826,1.164,1.107,7/10/2017 14:00,0.672,0.178,0.711,1.081,0.81,1.137,1.04
7/10/2017 15:00,0.877,0.882,1.084,0.826,1.164,1.107,7/10/2017 15:00,0.671,0.181,0.711,1.081,0.81,1.131,1.04
7/10/2017 16:00,0.877,0.881,1.083,0.826,1.163,1.108,7/10/2017 16:00,0.671,0.182,0.712,1.08,0.81,1.122,1.04
7/10/2017 17:00,0.877,0.883,1.083,0.825,1.163,1.107,7/10/2017 17:00,0.67,0.182,0.712,1.079,0.804,1.113,1.037
7/10/2017 18:00,0.877,0.885,1.083,0.825,1.163,1.108,7/10/2017 18:00,0.67,0.182,0.712,1.08,0.802,1.105,1.036
7/10/2017 19:00,0.877,0.891,1.083,0.825,1.164,1.108,7/10/2017 19:00,0.67,0.182,0.714,1.079,0.798,1.098,1.032
7/10/2017 20:00,0.877,0.892,1.084,0.825,1.164,1.108,7/10/2017 20:00,0.67,0.182,0.711,1.076,0.795,1.095,1.031
7/10/2017 21:00,0.878,0.893,1.084,0.825,1.165,1.108,7/10/2017 21:00,0.67,0.179,0.71,1.075,0.793,1.099,1.029
7/10/2017 22:00,0.878,0.893,1.084,0.825,1.166,1.108,7/10/2017 22:00,0.669,0.181,0.708,1.074,0.792,1.101,1.031
7/10/2017 23:00,0.878,0.893,1.084,0.825,1.167,1.108,7/10/2017 23:00,0.669,0.182,0.706,1.072,0.793,1.105,1.028
7/11/2017 0:00,0.878,0.893,1.084,0.825,1.167,1.108,7/11/2017 0:00,0.668,0.183,0.705,1.072,0.793,1.111,1.029
7/11/2017 1:00,0.878,0.893,1.084,0.825,1.167,1.109,7/11/2017 1:00,0.668,0.185,0.703,1.07,0.793,1.114,1.027
7/11/2017 2:00,0.878,0.893,1.084,0.825,1.167,1.109,7/11/2017 2:00,0.668,0.186,0.702,1.072,0.79,1.117,1.027
7/11/2017 3:00,0.878,0.893,1.085,0.825,1.167,1.108,7/11/2017 3:00,0.668,0.188,0.701,1.071,0.792,1.122,1.028
7/11/2017 4:00,0.878,0.893,1.085,0.825,1.167,1.108,7/11/2017 4:00,0.668,0.19,0.701,1.07,0.794,1.124,1.026
7/11/2017 5:00,0.878,0.893,1.086,0.825,1.167,1.108,7/11/2017 5:00,0.667,0.192,0.698,1.069,0.788,1.121,1.024
7/11/2017 6:00,0.878,0.892,1.086,0.824,1.166,1.109,7/11/2017 6:00,0.667,0.194,0.7,1.07,0.793,1.126,1.026
7/11/2017 7:00,0.878,0.891,1.086,0.824,1.166,1.108,7/11/2017 7:00,0.667,0.197,0.698,1.07,0.789,1.128,1.025
7/11/2017 8:00,0.878,0.887,1.086,0.824,1.164,1.108,7/11/2017 8:00,0.667,0.2,0.698,1.07,0.795,1.131,1.027
7/11/2017 9:00,0.877,0.883,1.086,0.823,1.163,1.108,7/11/2017 9:00,0.666,0.202,0.699,1.072,0.796,1.132,1.029
7/11/2017 10:00,0.877,0.881,1.086,0.823,1.162,1.108,7/11/2017 10:00,0.666,0.203,0.7,1.072,0.794,1.127,1.029
7/11/2017 11:00,0.877,0.878,1.086,0.823,1.161,1.108,7/11/2017 11:00,0.666,0.204,0.7,1.07,0.791,1.118,1.026
7/11/2017 12:00,0.877,0.876,1.085,0.823,1.161,1.107,7/11/2017 12:00,0.666,0.2,0.7,1.07,0.791,1.112,1.027
7/11/2017 13:00,0.874,0.875,1.085,0.823,1.16,1.107,7/11/2017 13:00,0.665,0.205,0.699,1.071,0.792,1.107,1.028
7/11/2017 14:00,0.872,0.875,1.084,0.823,1.16,1.107,7/11/2017 14:00,0.665,0.205,0.7,1.071,0.79,1.102,1.024
7/11/2017 15:00,0.871,0.875,1.083,0.822,1.16,1.107,7/11/2017 15:00,0.665,0.205,0.703,1.071,0.793,1.095,1.025
7/11/2017 16:00,0.87,0.875,1.083,0.822,1.159,1.107,7/11/2017 16:00,0.664,0.206,0.701,1.069,0.791,1.093,1.023
7/11/2017 17:00,0.869,0.877,1.082,0.822,1.159,1.107,7/11/2017 17:00,0.664,0.207,0.7,1.071,0.79,1.087,1.023
7/11/2017 18:00,0.869,0.88,1.082,0.822,1.16,1.107,7/11/2017 18:00,0.663,0.205,0.705,1.073,0.789,1.086,1.023
7/11/2017 19:00,0.868,0.884,1.082,0.822,1.16,1.107,7/11/2017 19:00,0.663,0.206,0.701,1.071,0.786,1.083,1.02
7/11/2017 20:00,0.868,0.886,1.083,0.822,1.161,1.107,7/11/2017 20:00,0.663,0.208,0.702,1.07,0.784,1.083,1.019
7/11/2017 21:00,0.868,0.888,1.083,0.822,1.162,1.108,7/11/2017 21:00,0.663,0.208,0.7,1.068,0.778,1.081,1.015
7/11/2017 22:00,0.868,0.889,1.083,0.822,1.162,1.108,7/11/2017 22:00,0.662,0.208,0.697,1.066,0.778,1.087,1.017
7/11/2017 23:00,0.868,0.889,1.084,0.822,1.163,1.108,7/11/2017 23:00,0.662,0.207,0.695,1.067,0.78,1.092,1.016
7/12/2017 0:00,0.869,0.89,1.084,0.822,1.163,1.108,7/12/2017 0:00,0.662,0.207,0.692,1.064,0.778,1.096,1.015
7/12/2017 1:00,0.869,0.89,1.085,0.822,1.164,1.108,7/12/2017 1:00,0.662,0.208,0.692,1.064,0.779,1.103,1.016
7/12/2017 2:00,0.869,0.89,1.085,0.822,1.164,1.108,7/12/2017 2:00,0.661,0.209,0.689,1.064,0.782,1.109,1.018
7/12/2017 3:00,0.87,0.891,1.086,0.822,1.165,1.108,7/12/2017 3:00,0.661,0.209,0.689,1.062,0.781,1.111,1.014
7/12/2017 4:00,0.87,0.891,1.086,0.822,1.165,1.108,7/12/2017 4:00,0.661,0.21,0.689,1.062,0.779,1.111,1.014
7/12/2017 5:00,0.871,0.891,1.086,0.822,1.165,1.108,7/12/2017 5:00,0.661,0.21,0.686,1.061,0.779,1.115,1.014
7/12/2017 6:00,0.871,0.891,1.087,0.822,1.165,1.109,7/12/2017 6:00,0.66,0.211,0.685,1.06,0.777,1.116,1.013
7/12/2017 7:00,0.871,0.891,1.086,0.821,1.165,1.108,7/12/2017 7:00,0.66,0.212,0.687,1.062,0.78,1.119,1.014
7/12/2017 8:00,0.871,0.889,1.086,0.821,1.163,1.108,7/12/2017 8:00,0.66,0.212,0.685,1.062,0.78,1.122,1.014
7/12/2017 9:00,0.87,0.883,1.086,0.821,1.163,1.108,7/12/2017 9:00,0.66,0.212,0.687,1.063,0.78,1.122,1.013
7/12/2017 10:00,0.87,0.878,1.086,0.82,1.16,1.108,7/12/2017 10:00,0.66,0.211,0.687,1.065,0.783,1.125,1.014
7/12/2017 11:00,0.869,0.873,1.085,0.82,1.159,1.108,7/12/2017 11:00,0.659,0.212,0.691,1.069,0.784,1.123,1.015
7/12/2017 12:00,0.869,0.873,1.085,0.82,1.158,1.107,7/12/2017 12:00,0.659,0.214,0.692,1.071,0.786,1.119,1.017
7/12/2017 13:00,0.868,0.872,1.084,0.82,1.158,1.107,7/12/2017 13:00,0.659,0.213,0.695,1.071,0.785,1.112,1.017
7/12/2017 14:00,0.867,0.87,1.083,0.82,1.158,1.107,7/12/2017 14:00,0.658,0.213,0.696,1.072,0.782,1.1,1.015
7/12/2017 15:00,0.866,0.87,1.081,0.82,1.157,1.107,7/12/2017 15:00,0.658,0.213,0.697,1.07,0.782,1.091,1.015
7/12/2017 16:00,0.865,0.87,1.08,0.82,1.157,1.107,7/12/2017 16:00,0.658,0.204,0.698,1.071,0.783,1.089,1.016
7/12/2017 17:00,0.864,0.872,1.08,0.82,1.158,1.107,7/12/2017 17:00,0.657,0.201,0.696,1.07,0.777,1.083,1.014
7/12/2017 18:00,0.864,0.874,1.08,0.82,1.157,1.108,7/12/2017 18:00,0.656,0.198,0.699,1.071,0.78,1.083,1.014
7/12/2017 19:00,0.864,0.879,1.08,0.82,1.158,1.108,7/12/2017 19:00,0.656,0.195,0.697,1.069,0.773,1.076,1.01
7/12/2017 20:00,0.864,0.881,1.08,0.82,1.159,1.108,7/12/2017 20:00,0.656,0.194,0.696,1.066,0.769,1.075,1.008
7/12/2017 21:00,0.864,0.882,1.081,0.82,1.159,1.108,7/12/2017 21:00,0.656,0.194,0.692,1.065,0.769,1.072,1.007
7/12/2017 22:00,0.864,0.883,1.081,0.82,1.159,1.108,7/12/2017 22:00,0.656,0.193,0.688,1.062,0.766,1.075,1.005
7/12/2017 23:00,0.864,0.884,1.082,0.819,1.16,1.108,7/12/2017 23:00,0.656,0.193,0.689,1.062,0.768,1.08,1.005
7/13/2017 0:00,0.864,0.885,1.082,0.82,1.161,1.108,7/13/2017 0:00,0.655,0.193,0.686,1.061,0.767,1.082,1.003
7/13/2017 1:00,0.865,0.886,1.082,0.82,1.161,1.108,7/13/2017 1:00,0.655,0.192,0.687,1.062,0.771,1.092,1.006
7/13/2017 2:00,0.865,0.886,1.083,0.819,1.161,1.109,7/13/2017 2:00,0.655,0.191,0.683,1.06,0.767,1.094,1.005
7/13/2017 3:00,0.865,0.887,1.083,0.819,1.161,1.109,7/13/2017 3:00,0.655,0.191,0.685,1.06,0.77,1.099,1.002
7/13/2017 4:00,0.865,0.887,1.083,0.819,1.162,1.109,7/13/2017 4:00,0.655,0.19,0.682,1.06,0.767,1.1,1.003
7/13/2017 5:00,0.866,0.887,1.084,0.819,1.162,1.109,7/13/2017 5:00,0.654,0.19,0.681,1.059,0.767,1.103,1.001
7/13/2017 6:00,0.866,0.887,1.084,0.819,1.162,1.109,7/13/2017 6:00,0.654,0.19,0.679,1.059,0.768,1.107,1.002
7/13/2017 7:00,0.866,0.885,1.084,0.818,1.162,1.109,7/13/2017 7:00,0.654,0.189,0.678,1.061,0.767,1.109,1.001
7/13/2017 8:00,0.866,0.882,1.084,0.818,1.16,1.109,7/13/2017 8:00,0.654,0.189,0.682,1.061,0.769,1.111,1.003
7/13/2017 9:00,0.865,0.877,1.084,0.818,1.158,1.109,7/13/2017 9:00,0.653,0.188,0.68,1.062,0.767,1.109,1.001
7/13/2017 10:00,0.865,0.872,1.083,0.818,1.156,1.108,7/13/2017 10:00,0.653,0.185,0.681,1.065,0.77,1.112,1.003
7/13/2017 11:00,0.865,0.869,1.083,0.818,1.154,1.108,7/13/2017 11:00,0.653,0.185,0.685,1.069,0.775,1.114,1.005
7/13/2017 12:00,0.864,0.868,1.082,0.817,1.153,1.108,7/13/2017 12:00,0.652,0.187,0.689,1.073,0.774,1.107,1.007
7/13/2017 13:00,0.863,0.867,1.081,0.817,1.153,1.108,7/13/2017 13:00,0.652,0.186,0.69,1.073,0.774,1.098,1.004
7/13/2017 14:00,0.863,0.865,1.079,0.817,1.152,1.108,7/13/2017 14:00,0.652,0.185,0.694,1.074,0.776,1.091,1.005
7/13/2017 15:00,0.862,0.866,1.078,0.817,1.152,1.108,7/13/2017 15:00,0.651,0.183,0.693,1.074,0.772,1.084,1.003
7/13/2017 16:00,0.861,0.866,1.077,0.817,1.151,1.108,7/13/2017 16:00,0.651,0.19,0.695,1.072,0.77,1.079,1.003
7/13/2017 17:00,0.861,0.868,1.077,0.817,1.151,1.108,7/13/2017 17:00,0.651,0.186,0.695,1.073,0.768,1.074,1.001
7/13/2017 18:00,0.86,0.871,1.076,0.817,1.152,1.107,7/13/2017 18:00,0.65,0.186,0.696,1.073,0.768,1.071,0.999
7/13/2017 19:00,0.86,0.875,1.077,0.817,1.152,1.107,7/13/2017 19:00,0.65,0.186,0.696,1.071,0.76,1.063,0.996
7/13/2017 20:00,0.86,0.877,1.077,0.817,1.153,1.107,7/13/2017 20:00,0.649,0.185,0.693,1.068,0.754,1.057,0.993
7/13/2017 21:00,0.859,0.878,1.077,0.817,1.154,1.107,7/13/2017 21:00,0.649,0.181,0.691,1.065,0.749,1.052,0.988
7/13/2017 22:00,0.859,0.879,1.077,0.817,1.155,1.107,7/13/2017 22:00,0.649,0.175,0.684,1.061,0.749,1.052,0.988
7/13/2017 23:00,0.86,0.88,1.078,0.817,1.156,1.107,7/13/2017 23:00,0.649,0.173,0.682,1.06,0.754,1.063,0.99
7/14/2017 0:00,0.86,0.881,1.078,0.817,1.156,1.108,7/14/2017 0:00,0.649,0.171,0.681,1.058,0.75,1.065,0.989
7/14/2017 1:00,0.86,0.882,1.078,0.817,1.157,1.108,7/14/2017 1:00,0.648,0.17,0.68,1.059,0.748,1.068,0.986
7/14/2017 2:00,0.86,0.882,1.078,0.817,1.157,1.108,7/14/2017 2:00,0.648,0.167,0.678,1.057,0.747,1.071,0.984
7/14/2017 3:00,0.86,0.883,1.078,0.817,1.157,1.108,7/14/2017 3:00,0.648,0.166,0.679,1.059,0.748,1.075,0.986
7/14/2017 4:00,0.861,0.884,1.078,0.816,1.157,1.108,7/14/2017 4:00,0.648,0.165,0.677,1.057,0.747,1.08,0.986
7/14/2017 5:00,0.861,0.884,1.079,0.816,1.158,1.108,7/14/2017 5:00,0.647,0.164,0.675,1.057,0.749,1.085,0.985
7/14/2017 6:00,0.861,0.884,1.079,0.817,1.158,1.108,7/14/2017 6:00,0.647,0.163,0.673,1.057,0.748,1.087,0.984
7/14/2017 7:00,0.861,0.882,1.079,0.816,1.157,1.109,7/14/2017 7:00,0.647,0.163,0.674,1.057,0.749,1.091,0.985
7/14/2017 8:00,0.861,0.879,1.079,0.816,1.156,1.109,7/14/2017 8:00,0.647,0.162,0.674,1.058,0.747,1.092,0.984
7/14/2017 9:00,0.86,0.873,1.079,0.816,1.154,1.109,7/14/2017 9:00,0.647,0.161,0.674,1.06,0.752,1.097,0.988
7/14/2017 10:00,0.86,0.868,1.079,0.816,1.151,1.108,7/14/2017 10:00,0.646,0.159,0.677,1.063,0.754,1.099,0.989
7/14/2017 11:00,0.859,0.865,1.078,0.815,1.15,1.108,7/14/2017 11:00,0.646,0.162,0.677,1.064,0.755,1.097,0.988
7/14/2017 12:00,0.858,0.865,1.078,0.815,1.15,1.108,7/14/2017 12:00,0.646,0.161,0.678,1.066,0.754,1.093,0.988
7/14/2017 13:00,0.857,0.863,1.077,0.814,1.15,1.108,7/14/2017 13:00,0.645,0.16,0.68,1.067,0.755,1.088,0.988
7/14/2017 14:00,0.856,0.862,1.076,0.814,1.149,1.108,7/14/2017 14:00,0.645,0.159,0.683,1.068,0.755,1.079,0.987
7/14/2017 15:00,0.855,0.861,1.075,0.814,1.149,1.108,7/14/2017 15:00,0.644,0.158,0.685,1.068,0.754,1.072,0.988
7/14/2017 16:00,0.854,0.862,1.074,0.814,1.149,1.107,7/14/2017 16:00,0.644,0.159,0.685,1.068,0.75,1.065,0.986
7/14/2017 17:00,0.854,0.867,1.074,0.814,1.149,1.107,7/14/2017 17:00,0.643,0.159,0.687,1.067,0.752,1.064,0.985
7/14/2017 18:00,0.853,0.872,1.074,0.814,1.15,1.107,7/14/2017 18:00,0.643,0.158,0.687,1.067,0.749,1.055,0.983
7/14/2017 19:00,0.853,0.874,1.074,0.814,1.151,1.107,7/14/2017 19:00,0.643,0.158,0.683,1.061,0.737,1.043,0.976
7/14/2017 20:00,0.853,0.875,1.074,0.814,1.152,1.107,7/14/2017 20:00,0.643,0.156,0.682,1.062,0.738,1.044,0.976
7/14/2017 21:00,0.853,0.876,1.074,0.814,1.153,1.107,7/14/2017 21:00,0.643,0.156,0.68,1.061,0.731,1.037,0.973
7/14/2017 22:00,0.853,0.878,1.074,0.814,1.154,1.107,7/14/2017 22:00,0.642,0.156,0.675,1.058,0.732,1.041,0.971
7/14/2017 23:00,0.854,0.879,1.074,0.814,1.154,1.107,7/14/2017 23:00,0.642,0.155,0.674,1.057,0.742,1.054,0.978
7/15/2017 0:00,0.854,0.88,1.075,0.814,1.155,1.107,7/15/2017 0:00,0.642,0.155,0.67,1.055,0.735,1.053,0.974
7/15/2017 1:00,0.854,0.88,1.075,0.814,1.155,1.107,7/15/2017 1:00,0.642,0.155,0.67,1.054,0.736,1.057,0.972
7/15/2017 2:00,0.855,0.881,1.075,0.814,1.155,1.107,7/15/2017 2:00,0.641,0.155,0.669,1.055,0.735,1.062,0.972
7/15/2017 3:00,0.855,0.882,1.075,0.814,1.155,1.108,7/15/2017 3:00,0.641,0.155,0.665,1.052,0.736,1.069,0.973
7/15/2017 4:00,0.856,0.882,1.075,0.814,1.156,1.108,7/15/2017 4:00,0.641,0.154,0.666,1.05,0.735,1.074,0.973
7/15/2017 5:00,0.856,0.882,1.075,0.814,1.156,1.108,7/15/2017 5:00,0.64,0.154,0.665,1.052,0.733,1.078,0.972
7/15/2017 6:00,0.857,0.882,1.076,0.814,1.156,1.108,7/15/2017 6:00,0.64,0.151,0.665,1.052,0.728,1.073,0.969
7/15/2017 7:00,0.857,0.881,1.076,0.813,1.155,1.108,7/15/2017 7:00,0.64,0.151,0.663,1.053,0.735,1.086,0.974
7/15/2017 8:00,0.857,0.878,1.076,0.813,1.154,1.108,7/15/2017 8:00,0.64,0.151,0.664,1.054,0.736,1.087,0.972
7/15/2017 9:00,0.857,0.874,1.076,0.813,1.153,1.107,7/15/2017 9:00,0.639,0.15,0.667,1.058,0.741,1.092,0.975
7/15/2017 10:00,0.856,0.87,1.075,0.813,1.15,1.107,7/15/2017 10:00,0.64,0.15,0.666,1.06,0.738,1.089,0.974
7/15/2017 11:00,0.855,0.866,1.075,0.813,1.148,1.107,7/15/2017 11:00,0.639,0.153,0.67,1.062,0.741,1.089,0.972
7/15/2017 12:00,0.853,0.863,1.075,0.812,1.147,1.107,7/15/2017 12:00,0.638,0.153,0.672,1.064,0.741,1.088,0.973
7/15/2017 13:00,0.852,0.862,1.075,0.812,1.147,1.106,7/15/2017 13:00,0.638,0.152,0.674,1.065,0.74,1.082,0.974
7/15/2017 14:00,0.851,0.863,1.074,0.812,1.146,1.104,7/15/2017 14:00,0.638,0.153,0.674,1.065,0.735,1.068,0.969
7/15/2017 15:00,0.85,0.863,1.073,0.812,1.146,1.102,7/15/2017 15:00,0.637,0.153,0.676,1.063,0.736,1.059,0.969
7/15/2017 16:00,0.849,0.87,1.073,0.812,1.146,1.101,7/15/2017 16:00,0.637,0.152,0.678,1.062,0.736,1.054,0.968
7/15/2017 17:00,0.849,0.873,1.073,0.812,1.149,1.101,7/15/2017 17:00,0.636,0.151,0.669,1.059,0.698,1.01,0.934
7/15/2017 18:00,0.849,0.875,1.073,0.812,1.151,1.101,7/15/2017 18:00,0.636,0.151,0.663,1.05,0.736,1.047,0.966
7/15/2017 19:00,0.85,0.876,1.073,0.812,1.152,1.101,7/15/2017 19:00,0.636,0.15,0.664,1.053,0.736,1.048,0.967
7/15/2017 20:00,0.85,0.877,1.073,0.812,1.153,1.102,7/15/2017 20:00,0.636,0.15,0.666,1.05,0.733,1.048,0.967
7/15/2017 21:00,0.85,0.878,1.073,0.812,1.153,1.101,7/15/2017 21:00,0.636,0.15,0.662,1.048,0.719,1.031,0.959
7/15/2017 22:00,0.85,0.879,1.074,0.812,1.153,1.102,7/15/2017 22:00,0.636,0.148,0.66,1.046,0.723,1.038,0.962
7/15/2017 23:00,0.851,0.88,1.074,0.812,1.154,1.102,7/15/2017 23:00,0.635,0.148,0.659,1.046,0.719,1.04,0.958
7/16/2017 0:00,0.851,0.881,1.074,0.812,1.154,1.102,7/16/2017 0:00,0.635,0.148,0.661,1.046,0.719,1.046,0.958
7/16/2017 1:00,0.852,0.881,1.074,0.812,1.154,1.102,7/16/2017 1:00,0.635,0.148,0.659,1.044,0.714,1.044,0.956
7/16/2017 2:00,0.852,0.882,1.075,0.812,1.154,1.102,7/16/2017 2:00,0.635,0.148,0.654,1.044,0.717,1.053,0.959
7/16/2017 3:00,0.852,0.883,1.075,0.812,1.154,1.102,7/16/2017 3:00,0.635,0.148,0.657,1.045,0.721,1.063,0.96
7/16/2017 4:00,0.853,0.883,1.075,0.812,1.154,1.102,7/16/2017 4:00,0.635,0.148,0.656,1.045,0.719,1.064,0.958
7/16/2017 5:00,0.853,0.883,1.076,0.812,1.154,1.102,7/16/2017 5:00,0.634,0.148,0.655,1.045,0.716,1.067,0.956
7/16/2017 6:00,0.854,0.883,1.076,0.811,1.154,1.102,7/16/2017 6:00,0.634,0.148,0.654,1.044,0.715,1.072,0.955
7/16/2017 7:00,0.854,0.882,1.076,0.811,1.154,1.102,7/16/2017 7:00,0.634,0.148,0.656,1.047,0.72,1.077,0.959
7/16/2017 8:00,0.854,0.88,1.076,0.81,1.154,1.102,7/16/2017 8:00,0.634,0.147,0.655,1.046,0.719,1.079,0.956
7/16/2017 9:00,0.853,0.874,1.076,0.81,1.153,1.102,7/16/2017 9:00,0.634,0.146,0.655,1.049,0.72,1.086,0.959
7/16/2017 10:00,0.853,0.87,1.075,0.81,1.15,1.101,7/16/2017 10:00,0.633,0.147,0.652,1.047,0.717,1.08,0.956
7/16/2017 11:00,0.852,0.866,1.075,0.81,1.147,1.102,7/16/2017 11:00,0.633,0.147,0.656,1.05,0.721,1.084,0.958
7/16/2017 12:00,0.851,0.862,1.075,0.81,1.146,1.101,7/16/2017 12:00,0.633,0.148,0.656,1.051,0.719,1.079,0.957
7/16/2017 13:00,0.851,0.86,1.074,0.81,1.147,1.101,7/16/2017 13:00,0.632,0.149,0.659,1.051,0.716,1.07,0.955
7/16/2017 14:00,0.85,0.86,1.074,0.81,1.146,1.1,7/16/2017 14:00,0.632,0.151,0.658,1.047,0.714,1.059,0.953
7/16/2017 15:00,0.849,0.859,1.073,0.81,1.146,1.099,7/16/2017 15:00,0.632,0.148,0.658,1.049,0.718,1.051,0.957
7/16/2017 16:00,0.848,0.86,1.073,0.81,1.145,1.098,7/16/2017 16:00,0.632,0.148,0.659,1.048,0.716,1.043,0.954
7/16/2017 17:00,0.848,0.862,1.073,0.81,1.145,1.097,7/16/2017 17:00,0.631,0.147,0.66,1.051,0.715,1.039,0.956
7/16/2017 18:00,0.848,0.867,1.072,0.809,1.146,1.098,7/16/2017 18:00,0.63,0.147,0.658,1.048,0.709,1.024,0.948
7/16/2017 19:00,0.848,0.871,1.073,0.809,1.147,1.098,7/16/2017 19:00,0.631,0.147,0.658,1.048,0.706,1.018,0.95
7/16/2017 20:00,0.848,0.873,1.073,0.809,1.148,1.098,7/16/2017 20:00,0.63,0.147,0.658,1.047,0.707,1.016,0.949
7/16/2017 21:00,0.848,0.874,1.073,0.809,1.149,1.098,7/16/2017 21:00,0.63,0.147,0.656,1.046,0.701,1.01,0.946
7/16/2017 22:00,0.849,0.876,1.073,0.81,1.151,1.098,7/16/2017 22:00,0.63,0.148,0.651,1.042,0.699,1.008,0.947
7/16/2017 23:00,0.849,0.877,1.074,0.809,1.152,1.098,7/16/2017 23:00,0.63,0.149,0.653,1.044,0.701,1.016,0.946
7/17/2017 0:00,0.849,0.878,1.074,0.809,1.152,1.099,7/17/2017 0:00,0.63,0.149,0.648,1.04,0.7,1.021,0.946
7/17/2017 1:00,0.851,0.879,1.074,0.809,1.153,1.098,7/17/2017 1:00,0.629,0.15,0.648,1.039,0.699,1.029,0.945
7/17/2017 2:00,0.852,0.879,1.075,0.809,1.153,1.098,7/17/2017 2:00,0.629,0.151,0.646,1.039,0.702,1.035,0.945
7/17/2017 3:00,0.854,0.881,1.075,0.809,1.153,1.099,7/17/2017 3:00,0.629,0.152,0.646,1.039,0.703,1.042,0.946
7/17/2017 4:00,0.854,0.882,1.076,0.809,1.153,1.099,7/17/2017 4:00,0.629,0.153,0.644,1.039,0.7,1.045,0.946
7/17/2017 5:00,0.855,0.882,1.076,0.809,1.153,1.099,7/17/2017 5:00,0.629,0.155,0.645,1.038,0.698,1.046,0.944
7/17/2017 6:00,0.855,0.882,1.076,0.809,1.153,1.099,7/17/2017 6:00,0.628,0.156,0.644,1.039,0.698,1.049,0.944
7/17/2017 7:00,0.855,0.88,1.076,0.808,1.153,1.099,7/17/2017 7:00,0.628,0.157,0.644,1.039,0.703,1.06,0.95
7/17/2017 8:00,0.854,0.877,1.076,0.808,1.152,1.099,7/17/2017 8:00,0.628,0.159,0.644,1.04,0.701,1.064,0.949
7/17/2017 9:00,0.853,0.872,1.076,0.808,1.15,1.099,7/17/2017 9:00,0.628,0.161,0.643,1.039,0.703,1.069,0.948
7/17/2017 10:00,0.852,0.867,1.075,0.807,1.147,1.099,7/17/2017 10:00,0.627,0.162,0.645,1.042,0.705,1.071,0.95
7/17/2017 11:00,0.85,0.863,1.075,0.807,1.144,1.099,7/17/2017 11:00,0.627,0.161,0.647,1.044,0.702,1.071,0.95
7/17/2017 12:00,0.849,0.86,1.074,0.807,1.143,1.099,7/17/2017 12:00,0.627,0.162,0.649,1.046,0.704,1.07,0.95
7/17/2017 13:00,0.847,0.858,1.074,0.807,1.144,1.099,7/17/2017 13:00,0.627,0.164,0.648,1.045,0.7,1.06,0.949
7/17/2017 14:00,0.846,0.857,1.073,0.807,1.144,1.099,7/17/2017 14:00,0.626,0.165,0.652,1.049,0.704,1.055,0.952
7/17/2017 15:00,0.844,0.856,1.072,0.806,1.144,1.098,7/17/2017 15:00,0.626,0.164,0.65,1.048,0.699,1.044,0.948
7/17/2017 16:00,0.842,0.858,1.072,0.806,1.143,1.096,7/17/2017 16:00,0.626,0.164,0.651,1.049,0.7,1.036,0.949
7/17/2017 17:00,0.842,0.862,1.072,0.806,1.144,1.094,7/17/2017 17:00,0.625,0.164,0.652,1.051,0.7,1.021,0.951
7/17/2017 18:00,0.843,0.865,1.072,0.806,1.144,1.093,7/17/2017 18:00,0.625,0.163,0.653,1.052,0.699,1.017,0.95
7/17/2017 19:00,0.844,0.869,1.072,0.806,1.144,1.092,7/17/2017 19:00,0.625,0.162,0.654,1.051,0.694,1.006,0.946
7/17/2017 20:00,0.845,0.872,1.072,0.806,1.145,1.093,7/17/2017 20:00,0.625,0.161,0.651,1.048,0.685,0.997,0.942
7/17/2017 21:00,0.847,0.874,1.073,0.806,1.147,1.093,7/17/2017 21:00,0.624,0.161,0.648,1.045,0.681,0.99,0.939
7/17/2017 22:00,0.847,0.875,1.073,0.806,1.149,1.093,7/17/2017 22:00,0.624,0.16,0.646,1.043,0.683,0.992,0.941
7/17/2017 23:00,0.848,0.877,1.073,0.806,1.15,1.094,7/17/2017 23:00,0.623,0.161,0.641,1.04,0.686,1.001,0.942
7/18/2017 0:00,0.848,0.878,1.074,0.806,1.15,1.094,7/18/2017 0:00,0.623,0.161,0.64,1.04,0.686,1.007,0.943
7/18/2017 1:00,0.849,0.879,1.074,0.806,1.151,1.094,7/18/2017 1:00,0.623,0.161,0.64,1.04,0.686,1.016,0.943
7/18/2017 2:00,0.85,0.879,1.075,0.806,1.151,1.095,7/18/2017 2:00,0.623,0.161,0.638,1.039,0.684,1.02,0.942
